verb,tam,modal,transitivity,polarity,complementizer,count
demand,progressive,none,intransitive,negative,that,14
demand,progressive,none,intransitive,positive,that,453
demolish,present,none,intransitive,negative,that,1
demonstrate,infinitival,none,intransitive,negative,that,1
demonstrate,infinitival,none,intransitive,positive,that,1467
demonstrate,infinitival,none,intransitive,positive,whether,23
demonstrate,modal,can,intransitive,negative,that,16
demonstrate,modal,can,intransitive,positive,that,190
demonstrate,modal,can,intransitive,positive,whether,1
demonstrate,modal,could,intransitive,negative,that,8
demonstrate,modal,could,intransitive,positive,that,38
demonstrate,modal,may,intransitive,positive,that,9
demonstrate,modal,must,intransitive,positive,that,95
demonstrate,modal,need,intransitive,negative,that,3
demonstrate,modal,should,intransitive,positive,that,11
demonstrate,modal,will,intransitive,positive,that,88
demonstrate,modal,will,intransitive,positive,whether,5
demonstrate,modal,would,intransitive,positive,that,45
demonstrate,modal,would,intransitive,positive,whether,2
demonstrate,past,none,intransitive,negative,that,10
demonstrate,past,none,intransitive,negative,whether,1
demonstrate,past,none,intransitive,positive,that,2172
demonstrate,past,none,intransitive,positive,whether,2
demonstrate,perfect,none,intransitive,negative,that,28
demonstrate,perfect,none,intransitive,positive,that,1278
demonstrate,present,none,intransitive,negative,that,22
demonstrate,present,none,intransitive,negative,whether,1
demonstrate,present,none,intransitive,positive,that,3983
demonstrate,present,none,intransitive,positive,whether,1
demonstrate,progressive,none,intransitive,positive,that,71
demoralize,past,none,intransitive,positive,that,5
denote,infinitival,none,intransitive,positive,that,13
denote,infinitival,none,intransitive,positive,whether,1
denote,present,none,intransitive,negative,that,1
denote,present,none,intransitive,positive,that,59
denote,present,none,intransitive,positive,whether,4
deny,infinitival,none,intransitive,negative,that,53
deny,infinitival,none,intransitive,positive,that,644
deny,infinitival,none,intransitive,positive,whether,1
deny,infinitival,none,transitive,positive,that,3
deny,modal,can,intransitive,negative,that,292
deny,modal,can,intransitive,negative,whether,1
deny,modal,can,intransitive,positive,that,123
deny,modal,can,transitive,negative,that,1
deny,modal,could,intransitive,negative,that,63
deny,modal,could,intransitive,positive,that,30
deny,modal,may,intransitive,positive,that,10
deny,modal,need,intransitive,negative,that,2
deny,modal,will,intransitive,negative,that,60
deny,modal,will,intransitive,positive,that,36
deny,modal,would,intransitive,negative,that,14
deny,modal,would,intransitive,positive,that,122
deny,past,none,intransitive,negative,that,59
deny,past,none,intransitive,positive,that,1048
deny,past,none,intransitive,positive,whether,1
deny,past,none,transitive,positive,that,2
deny,perfect,none,intransitive,negative,that,14
deny,perfect,none,intransitive,positive,that,188
deny,perfect,none,transitive,positive,that,1
deny,present,none,intransitive,negative,that,269
deny,present,none,intransitive,positive,that,1515
deny,present,none,transitive,positive,that,2
deny,progressive,none,intransitive,negative,that,78
deny,progressive,none,intransitive,positive,that,110
deny,progressive,none,transitive,positive,that,1
depend,infinitival,none,intransitive,positive,whether,2
depend,modal,will,intransitive,positive,whether,2
depend,modal,would,intransitive,positive,whether,1
depend,past,none,intransitive,positive,whether,1
depend,perfect,none,intransitive,positive,whether,1
depend,present,none,intransitive,positive,whether,44
depict,infinitival,none,intransitive,positive,that,5
depict,infinitival,none,intransitive,positive,whether,1
depict,past,none,intransitive,positive,that,6
depict,present,none,intransitive,positive,that,17
deploy,infinitival,none,intransitive,positive,that,3
deploy,progressive,none,intransitive,positive,that,1
deposit,present,none,intransitive,positive,that,17
descend,progressive,none,intransitive,negative,that,2
describe,infinitival,none,intransitive,positive,that,40
describe,infinitival,none,intransitive,positive,whether,5
describe,modal,will,intransitive,negative,that,1
describe,modal,will,intransitive,positive,whether,1
describe,modal,would,intransitive,negative,that,3
describe,modal,would,intransitive,positive,whether,1
describe,past,none,intransitive,negative,that,3
describe,past,none,intransitive,positive,that,116
describe,past,none,intransitive,positive,whether,1
describe,past,none,transitive,positive,that,2
describe,perfect,none,intransitive,positive,that,15
describe,present,none,intransitive,negative,that,1
describe,present,none,intransitive,negative,whether,1
describe,present,none,intransitive,positive,that,130
describe,present,none,intransitive,positive,whether,11
describe,progressive,none,intransitive,positive,that,18
desert,present,none,intransitive,positive,that,23
deserve,past,none,intransitive,negative,that,10
deserve,past,none,intransitive,positive,that,30
deserve,perfect,none,intransitive,positive,that,4
deserve,present,none,intransitive,negative,that,6
deserve,present,none,intransitive,positive,that,129
design,infinitival,none,intransitive,positive,that,8
design,past,none,intransitive,negative,that,1
design,past,none,intransitive,positive,that,41
design,perfect,none,intransitive,positive,that,12
design,perfect,none,transitive,positive,that,1
design,present,none,intransitive,positive,that,30
design,progressive,none,intransitive,positive,that,4
designate,infinitival,none,intransitive,positive,that,6
designate,infinitival,none,intransitive,positive,whether,3
designate,modal,may,intransitive,positive,whether,1
designate,past,none,intransitive,positive,that,7
designate,past,none,intransitive,positive,whether,1
designate,present,none,intransitive,positive,whether,1
designate,progressive,none,intransitive,positive,that,1
desire,infinitival,none,intransitive,positive,that,13
desire,past,none,intransitive,positive,that,35
desire,perfect,none,intransitive,negative,that,1
desire,perfect,none,intransitive,positive,that,4
desire,present,none,intransitive,negative,that,2
desire,present,none,intransitive,positive,that,192
desire,present,none,intransitive,positive,whether,1
despair,infinitival,none,intransitive,positive,that,9
despair,infinitival,none,intransitive,positive,whether,1
despair,past,none,intransitive,positive,that,17
despair,present,none,intransitive,negative,that,1
despair,present,none,intransitive,positive,that,11
destabilize,progressive,none,intransitive,positive,whether,1
destroy,infinitival,none,intransitive,positive,that,10
destroy,modal,might,transitive,positive,that,2
destroy,past,none,intransitive,positive,that,19
destroy,past,none,transitive,positive,that,2
destroy,perfect,none,intransitive,positive,that,8
destroy,present,none,intransitive,positive,that,26
destroy,progressive,none,intransitive,positive,that,1
destroy,progressive,none,transitive,positive,that,2
detail,infinitival,none,intransitive,positive,that,5
detail,infinitival,none,intransitive,positive,whether,1
detail,modal,must,intransitive,positive,whether,1
detail,modal,should,intransitive,positive,whether,1
detail,past,none,intransitive,positive,that,10
detail,present,none,intransitive,negative,whether,2
detail,present,none,intransitive,positive,that,29
detect,infinitival,none,intransitive,positive,that,32
detect,infinitival,none,intransitive,positive,whether,39
detect,modal,can,intransitive,negative,whether,3
detect,modal,can,intransitive,positive,that,12
detect,modal,can,intransitive,positive,whether,11
detect,modal,could,intransitive,negative,that,2
detect,modal,could,intransitive,positive,whether,1
detect,modal,should,intransitive,positive,whether,1
detect,past,none,intransitive,negative,that,2
detect,past,none,intransitive,positive,that,45
detect,perfect,none,intransitive,negative,that,1
detect,perfect,none,intransitive,positive,that,17
detect,present,none,intransitive,negative,that,2
detect,present,none,intransitive,negative,whether,1
detect,present,none,intransitive,positive,that,68
detect,present,none,intransitive,positive,whether,23
detect,progressive,none,intransitive,positive,that,1
deter-mine,infinitival,none,intransitive,positive,whether,1
deteriorate,present,none,intransitive,positive,whether,1
determine,infinitival,none,intransitive,negative,that,1
determine,infinitival,none,intransitive,negative,whether,8
determine,infinitival,none,intransitive,positive,that,440
determine,infinitival,none,intransitive,positive,whether,6037
determine,modal,be,intransitive,positive,whether,1
determine,modal,can,intransitive,negative,that,9
determine,modal,can,intransitive,negative,whether,42
determine,modal,can,intransitive,positive,that,66
determine,modal,can,intransitive,positive,whether,172
determine,modal,could,intransitive,negative,that,3
determine,modal,could,intransitive,negative,whether,40
determine,modal,could,intransitive,positive,that,28
determine,modal,could,intransitive,positive,whether,112
determine,modal,may,intransitive,positive,that,31
determine,modal,may,intransitive,positive,whether,47
determine,modal,might,intransitive,positive,that,9
determine,modal,might,intransitive,positive,whether,8
determine,modal,must,intransitive,positive,that,16
determine,modal,must,intransitive,positive,whether,80
determine,modal,shall,intransitive,positive,that,9
determine,modal,shall,intransitive,positive,whether,20
determine,modal,should,intransitive,negative,whether,2
determine,modal,should,intransitive,positive,whether,55
determine,modal,will,intransitive,negative,whether,5
determine,modal,will,intransitive,positive,that,33
determine,modal,will,intransitive,positive,whether,414
determine,modal,would,intransitive,positive,that,10
determine,modal,would,intransitive,positive,whether,55
determine,past,none,intransitive,negative,that,1
determine,past,none,intransitive,negative,whether,6
determine,past,none,intransitive,positive,that,1077
determine,past,none,intransitive,positive,whether,53
determine,perfect,none,intransitive,negative,that,7
determine,perfect,none,intransitive,negative,whether,25
determine,perfect,none,intransitive,positive,that,1019
determine,perfect,none,intransitive,positive,whether,18
determine,present,none,intransitive,negative,that,5
determine,present,none,intransitive,negative,whether,25
determine,present,none,intransitive,positive,that,955
determine,present,none,intransitive,positive,whether,1099
determine,progressive,none,intransitive,positive,that,6
determine,progressive,none,intransitive,positive,whether,46
determire,infinitival,none,intransitive,positive,whether,1
detonate,infinitival,none,intransitive,positive,that,3
devastate,past,none,intransitive,positive,that,8
develop,infinitival,none,intransitive,positive,that,30
develop,infinitival,none,intransitive,positive,whether,1
develop,infinitival,none,transitive,positive,whether,1
develop,past,none,intransitive,positive,that,92
develop,perfect,none,intransitive,negative,that,3
develop,perfect,none,intransitive,positive,that,56
develop,present,none,intransitive,negative,that,1
develop,present,none,intransitive,positive,that,63
develop,present,none,intransitive,positive,whether,1
develop,progressive,none,intransitive,positive,that,17
devise,perfect,none,intransitive,positive,that,2
diagnose,infinitival,none,intransitive,positive,whether,1
diagnose,perfect,none,intransitive,positive,that,2
diagnose,present,none,intransitive,positive,that,20
dial,present,none,intransitive,negative,that,1
dial,present,none,intransitive,positive,that,13
dictate,infinitival,none,intransitive,positive,that,24
dictate,infinitival,none,intransitive,positive,whether,13
dictate,modal,can,intransitive,positive,whether,4
dictate,modal,could,intransitive,positive,whether,1
dictate,modal,may,intransitive,positive,whether,2
dictate,modal,should,intransitive,negative,whether,2
dictate,modal,should,intransitive,positive,whether,4
dictate,modal,will,intransitive,positive,that,18
dictate,modal,will,intransitive,positive,whether,7
dictate,modal,would,intransitive,positive,that,50
dictate,past,none,intransitive,negative,that,2
dictate,past,none,intransitive,positive,that,222
dictate,past,none,intransitive,positive,whether,5
dictate,perfect,none,intransitive,positive,that,20
dictate,present,none,intransitive,negative,that,6
dictate,present,none,intransitive,negative,whether,3
dictate,present,none,intransitive,positive,that,811
dictate,present,none,intransitive,positive,whether,16
dictate,progressive,none,intransitive,positive,that,6
dictate,progressive,none,intransitive,positive,whether,1
die,infinitival,none,intransitive,positive,that,33
die,modal,will,intransitive,negative,that,2
die,modal,would,intransitive,positive,whether,1
die,past,none,intransitive,negative,that,2
die,past,none,intransitive,positive,that,189
die,past,none,intransitive,positive,whether,1
die,perfect,none,intransitive,positive,that,22
die,perfect,none,intransitive,positive,whether,1
die,present,none,intransitive,negative,that,1
die,present,none,intransitive,positive,that,56
die,present,none,intransitive,positive,whether,6
die,progressive,none,intransitive,negative,that,1
die,progressive,none,intransitive,positive,that,12
diet,present,none,intransitive,positive,that,32
diet,present,none,intransitive,positive,whether,1
differ,infinitival,none,intransitive,positive,that,8
differ,past,none,intransitive,negative,whether,1
differ,present,none,intransitive,negative,that,1
differ,present,none,intransitive,positive,whether,5
differentiate,infinitival,none,intransitive,positive,that,4
differentiate,infinitival,none,intransitive,positive,whether,4
differentiate,modal,can,intransitive,negative,that,2
differentiate,progressive,none,intransitive,positive,whether,2
dig,infinitival,none,intransitive,positive,that,8
dig,past,none,intransitive,negative,that,1
dig,past,none,intransitive,positive,that,15
dig,present,none,intransitive,negative,that,4
dig,present,none,intransitive,positive,that,24
dig,progressive,none,intransitive,positive,that,2
digest,infinitival,none,intransitive,positive,that,7
digest,infinitival,none,intransitive,positive,whether,1
digest,past,none,intransitive,positive,that,7
digest,perfect,none,intransitive,positive,that,3
digest,progressive,none,intransitive,positive,that,1
dignify,infinitival,none,intransitive,positive,that,3
dim,present,none,intransitive,positive,that,26
dim,progressive,none,intransitive,positive,that,2
diminish,infinitival,none,intransitive,positive,that,5
diminish,perfect,none,intransitive,negative,that,1
diminish,present,none,intransitive,negative,that,1
dip,present,none,intransitive,positive,that,21
direct,infinitival,none,intransitive,positive,that,11
direct,past,none,intransitive,positive,that,132
direct,perfect,none,intransitive,negative,that,1
direct,perfect,none,intransitive,positive,that,32
direct,present,none,intransitive,negative,that,1
direct,present,none,intransitive,positive,that,47
direct,progressive,none,intransitive,negative,that,3
direct,progressive,none,intransitive,positive,that,15
disagree,infinitival,none,intransitive,positive,that,35
disagree,modal,can,intransitive,negative,that,7
disagree,modal,can,intransitive,positive,whether,1
disagree,modal,may,intransitive,positive,that,10
disagree,modal,may,intransitive,positive,whether,2
disagree,modal,will,intransitive,negative,that,7
disagree,modal,would,intransitive,negative,that,8
disagree,modal,would,intransitive,positive,that,78
disagree,past,none,intransitive,positive,that,118
disagree,past,none,intransitive,positive,whether,5
disagree,perfect,none,intransitive,positive,whether,1
disagree,present,none,intransitive,negative,that,88
disagree,present,none,intransitive,positive,that,581
disagree,present,none,intransitive,positive,whether,16
disagree,progressive,none,intransitive,negative,that,2
disagree,progressive,none,intransitive,positive,that,2
disallow,infinitival,none,intransitive,negative,that,1
disallow,past,none,intransitive,negative,that,1
disallow,present,none,intransitive,negative,that,1
disambiguate,infinitival,none,intransitive,positive,whether,1
disappear,modal,will,intransitive,positive,whether,1
disappear,past,none,intransitive,positive,that,7
disappear,perfect,none,intransitive,negative,that,1
disappear,perfect,none,intransitive,positive,that,3
disappear,present,none,intransitive,negative,that,1
disappoint,past,none,intransitive,positive,that,61
disappoint,past,none,transitive,positive,that,3
disappoint,progressive,none,intransitive,positive,that,1
disbelieve,infinitival,none,intransitive,positive,that,9
discard,perfect,none,transitive,positive,that,1
discern,infinitival,none,intransitive,positive,that,38
discern,infinitival,none,intransitive,positive,whether,76
discern,modal,can,intransitive,negative,whether,1
discern,modal,can,intransitive,positive,whether,3
discern,modal,could,intransitive,negative,whether,4
discern,modal,could,intransitive,positive,whether,2
discern,modal,may,intransitive,positive,whether,1
discern,modal,must,intransitive,positive,whether,2
discern,modal,should,intransitive,positive,whether,1
discern,modal,would,intransitive,positive,whether,1
discern,past,none,intransitive,negative,that,4
discern,past,none,intransitive,positive,that,28
discern,past,none,intransitive,positive,whether,1
discern,perfect,none,intransitive,positive,that,8
discern,present,none,intransitive,positive,that,29
discern,present,none,intransitive,positive,whether,9
discipline,present,none,intransitive,positive,that,24
disclaim,infinitival,none,intransitive,positive,that,4
disclose,infinitival,none,intransitive,negative,that,4
disclose,infinitival,none,intransitive,negative,whether,1
disclose,infinitival,none,intransitive,positive,that,119
disclose,infinitival,none,intransitive,positive,whether,23
disclose,modal,can,intransitive,negative,that,6
disclose,modal,must,intransitive,positive,whether,3
disclose,modal,shall,intransitive,positive,whether,1
disclose,modal,should,intransitive,positive,that,12
disclose,modal,should,intransitive,positive,whether,1
disclose,modal,will,intransitive,positive,whether,1
disclose,modal,would,intransitive,negative,whether,2
disclose,past,none,intransitive,negative,that,21
disclose,past,none,intransitive,negative,whether,6
disclose,past,none,intransitive,positive,that,157
disclose,perfect,none,intransitive,negative,that,1
disclose,perfect,none,intransitive,negative,whether,2
disclose,perfect,none,intransitive,positive,that,34
disclose,perfect,none,intransitive,positive,whether,1
disclose,present,none,intransitive,negative,that,12
disclose,present,none,intransitive,positive,that,106
disclose,present,none,intransitive,positive,whether,10
disclose,progressive,none,intransitive,positive,that,5
discomfort,progressive,none,intransitive,positive,that,1
disconcert,past,none,transitive,positive,that,2
disconnect,present,none,intransitive,positive,that,46
disconnect,present,none,intransitive,positive,whether,1
discount,infinitival,none,intransitive,positive,that,8
discount,modal,can,intransitive,negative,that,5
discount,modal,would,intransitive,negative,that,2
discount,past,none,intransitive,negative,that,1
discount,perfect,none,intransitive,positive,that,2
discount,present,none,intransitive,negative,that,10
discount,progressive,none,intransitive,negative,that,4
discount,progressive,none,intransitive,positive,that,2
discourage,infinitival,none,intransitive,positive,that,4
discourage,past,none,intransitive,positive,that,9
discourage,past,none,transitive,positive,that,2
discourage,progressive,none,intransitive,positive,that,10
discover,infinitival,none,intransitive,negative,that,1
discover,infinitival,none,intransitive,positive,that,1774
discover,infinitival,none,intransitive,positive,whether,127
discover,modal,can,intransitive,positive,that,14
discover,modal,can,intransitive,positive,whether,1
discover,modal,could,intransitive,positive,whether,2
discover,modal,have,intransitive,positive,that,9
discover,modal,may,intransitive,positive,that,73
discover,modal,may,intransitive,positive,whether,2
discover,modal,might,intransitive,positive,that,36
discover,modal,must,intransitive,positive,whether,1
discover,modal,should,intransitive,positive,that,10
discover,modal,will,intransitive,negative,that,6
discover,modal,will,intransitive,positive,that,285
discover,modal,will,intransitive,positive,whether,3
discover,modal,would,intransitive,negative,that,5
discover,modal,would,intransitive,positive,that,70
discover,modal,would,intransitive,positive,whether,1
discover,past,none,intransitive,negative,that,14
discover,past,none,intransitive,positive,that,7493
discover,perfect,none,intransitive,negative,that,9
discover,perfect,none,intransitive,positive,that,1425
discover,perfect,none,intransitive,positive,whether,1
discover,present,none,intransitive,negative,that,2
discover,present,none,intransitive,positive,that,2219
discover,present,none,intransitive,positive,whether,18
discover,progressive,none,intransitive,positive,that,220
discredit,infinitival,none,transitive,positive,that,4
discriminate,present,none,intransitive,negative,whether,1
discuss,infinitival,none,intransitive,negative,whether,1
discuss,infinitival,none,intransitive,positive,that,75
discuss,infinitival,none,intransitive,positive,whether,155
discuss,infinitival,none,transitive,negative,that,3
discuss,infinitival,none,transitive,positive,that,20
discuss,modal,be,intransitive,positive,whether,1
discuss,modal,be,transitive,positive,that,2
discuss,modal,can,intransitive,negative,that,2
discuss,modal,can,intransitive,negative,whether,1
discuss,modal,can,intransitive,positive,that,11
discuss,modal,can,intransitive,positive,whether,8
discuss,modal,can,transitive,negative,that,3
discuss,modal,could,intransitive,negative,whether,1
discuss,modal,could,intransitive,positive,whether,2
discuss,modal,might,intransitive,positive,whether,3
discuss,modal,shall,intransitive,positive,whether,1
discuss,modal,should,intransitive,positive,whether,5
discuss,modal,will,intransitive,negative,that,4
discuss,modal,will,intransitive,negative,whether,4
discuss,modal,will,intransitive,positive,that,28
discuss,modal,will,intransitive,positive,whether,24
discuss,modal,will,transitive,negative,that,1
discuss,modal,would,intransitive,negative,whether,4
discuss,modal,would,intransitive,positive,whether,2
discuss,past,none,intransitive,negative,that,8
discuss,past,none,intransitive,negative,whether,5
discuss,past,none,intransitive,positive,that,105
discuss,past,none,intransitive,positive,whether,82
discuss,perfect,none,intransitive,negative,that,13
discuss,perfect,none,intransitive,negative,whether,2
discuss,perfect,none,intransitive,positive,that,31
discuss,perfect,none,intransitive,positive,whether,12
discuss,perfect,none,transitive,positive,that,1
discuss,present,none,intransitive,negative,that,4
discuss,present,none,intransitive,negative,whether,5
discuss,present,none,intransitive,positive,that,58
discuss,present,none,intransitive,positive,whether,102
discuss,present,none,transitive,negative,that,2
discuss,present,none,transitive,positive,that,4
discuss,progressive,none,intransitive,negative,that,3
discuss,progressive,none,intransitive,negative,whether,4
discuss,progressive,none,intransitive,positive,that,35
discuss,progressive,none,intransitive,positive,whether,76
discuss,progressive,none,transitive,positive,that,6
discuss/debate,infinitival,none,intransitive,positive,whether,1
disengage,present,none,intransitive,negative,that,1
disentangle,infinitival,none,intransitive,positive,whether,2
disguise,infinitival,none,intransitive,positive,that,7
disguise,infinitival,none,intransitive,positive,whether,1
disguise,modal,can,intransitive,negative,that,2
disguise,present,none,intransitive,negative,that,1
disguise,progressive,none,intransitive,negative,that,1
disgust,past,none,intransitive,positive,that,5
disgust,present,none,transitive,positive,that,17
dishearten,past,none,intransitive,positive,that,8
dishearten,progressive,none,intransitive,positive,that,14
dislike,past,none,intransitive,positive,that,8
dislike,present,none,intransitive,positive,that,31
dislike,present,none,intransitive,positive,whether,1
dismay,past,none,intransitive,positive,that,9
dismay,progressive,none,intransitive,positive,that,2
dismiss,infinitival,none,intransitive,positive,that,16
dismiss,modal,can,intransitive,negative,that,2
dismiss,past,none,intransitive,positive,that,34
dismiss,perfect,none,intransitive,positive,that,7
dismiss,present,none,intransitive,negative,that,2
dismiss,present,none,intransitive,positive,that,28
dismiss,present,none,transitive,negative,that,1
disobey,infinitival,none,intransitive,positive,whether,1
dispatch,present,none,intransitive,positive,that,14
dispel,infinitival,none,intransitive,positive,that,4
disperse,progressive,none,intransitive,positive,that,1
display,infinitival,none,intransitive,positive,that,12
display,past,none,intransitive,positive,that,22
display,present,none,intransitive,negative,that,1
display,present,none,intransitive,positive,that,232
display,progressive,none,intransitive,positive,that,4
disprove,infinitival,none,intransitive,positive,that,6
disprove,modal,can,intransitive,negative,that,4
disprove,past,none,intransitive,positive,that,10
disprove,perfect,none,intransitive,negative,that,3
disprove,present,none,intransitive,negative,that,6
disprove,present,none,intransitive,positive,that,9
disprove,present,none,intransitive,positive,whether,2
dispute,infinitival,none,intransitive,negative,that,2
dispute,infinitival,none,intransitive,positive,that,20
dispute,infinitival,none,intransitive,positive,whether,4
dispute,modal,can,intransitive,negative,that,9
dispute,modal,can,intransitive,positive,that,20
dispute,modal,could,intransitive,negative,that,2
dispute,modal,may,intransitive,positive,whether,1
dispute,modal,will,intransitive,negative,that,4
dispute,modal,will,intransitive,positive,whether,1
dispute,modal,would,intransitive,negative,that,2
dispute,modal,would,intransitive,positive,that,38
dispute,past,none,intransitive,negative,that,14
dispute,past,none,intransitive,positive,that,74
dispute,past,none,intransitive,positive,whether,5
dispute,perfect,none,intransitive,negative,that,4
dispute,perfect,none,intransitive,positive,that,7
dispute,perfect,none,intransitive,positive,whether,2
dispute,present,none,intransitive,negative,that,81
dispute,present,none,intransitive,positive,that,52
dispute,present,none,intransitive,positive,whether,9
dispute,progressive,none,intransitive,negative,that,28
dispute,progressive,none,intransitive,positive,that,24
dispute,progressive,none,intransitive,positive,whether,2
disregard,infinitival,none,intransitive,negative,that,1
disregard,modal,will,intransitive,negative,that,1
disregard,present,none,intransitive,negative,that,1
disregard,present,none,intransitive,positive,that,16
disregard,present,none,intransitive,positive,whether,2
disrespect,present,none,intransitive,negative,that,1
dissect,infinitival,none,intransitive,positive,that,5
dissect,infinitival,none,intransitive,positive,whether,1
dissect,modal,will,intransitive,positive,whether,1
dissect,progressive,none,intransitive,positive,that,2
disseminate,progressive,none,intransitive,positive,that,1
dissent,present,none,intransitive,positive,that,14
dissent,present,none,intransitive,positive,whether,1
dissimulate,progressive,none,intransitive,positive,that,1
distil,progressive,none,intransitive,positive,that,1
distinguish,infinitival,none,intransitive,positive,that,10
distinguish,infinitival,none,intransitive,positive,whether,21
distinguish,modal,can,intransitive,negative,whether,5
distinguish,modal,could,intransitive,negative,whether,2
distinguish,modal,could,intransitive,positive,whether,2
distinguish,past,none,intransitive,negative,whether,1
distinguish,present,none,intransitive,negative,that,1
distinguish,present,none,intransitive,negative,whether,4
distinguish,present,none,intransitive,positive,whether,1
distract,progressive,none,intransitive,positive,that,1
distress,past,none,intransitive,positive,that,8
distribute,perfect,none,intransitive,positive,that,2
distrust,present,none,intransitive,positive,that,20
distrust,present,none,transitive,positive,that,4
disturb,past,none,transitive,negative,that,1
disturb,past,none,transitive,positive,that,3
disturb,present,none,transitive,positive,that,2
ditch,infinitival,none,intransitive,positive,that,4
ditch,modal,will,transitive,negative,that,1
dive,modal,can,intransitive,negative,that,2
dive,present,none,intransitive,positive,that,10
divide,infinitival,none,intransitive,positive,that,4
divide,past,none,intransitive,positive,that,6
divide,present,none,intransitive,negative,that,1
divide,present,none,intransitive,positive,that,111
divide,present,none,transitive,positive,that,2
divine,infinitival,none,intransitive,positive,whether,4
divine,modal,can,intransitive,negative,whether,1
divine,past,none,intransitive,negative,that,1
divine,past,none,intransitive,positive,that,13
divine,perfect,none,intransitive,positive,that,5
divorce,modal,can,intransitive,negative,that,4
divorce,perfect,none,intransitive,negative,that,1
divorce,progressive,none,intransitive,positive,that,1
divulge,infinitival,none,intransitive,positive,that,9
divulge,infinitival,none,intransitive,positive,whether,3
divulge,past,none,intransitive,positive,that,22
divulge,perfect,none,intransitive,positive,that,2
divulge,present,none,intransitive,negative,that,2
divulge,present,none,intransitive,positive,that,13
do,infinitival,none,intransitive,negative,that,3
do,infinitival,none,intransitive,positive,that,82
do,infinitival,none,intransitive,positive,whether,26
do,infinitival,none,transitive,positive,that,39
do,infinitival,none,transitive,positive,whether,12
do,modal,can,intransitive,negative,that,6
do,modal,can,intransitive,positive,that,20
do,modal,can,intransitive,positive,whether,1
do,modal,can,transitive,negative,that,1
do,modal,can,transitive,negative,whether,1
do,modal,can,transitive,positive,that,3
do,modal,can,transitive,positive,whether,1
do,modal,could,transitive,positive,that,2
do,modal,must,intransitive,negative,whether,1
do,modal,must,transitive,negative,that,2
do,modal,must,transitive,positive,that,4
do,modal,will,intransitive,negative,that,4
do,modal,will,intransitive,negative,whether,1
do,modal,will,intransitive,positive,whether,1
do,modal,will,transitive,positive,whether,1
do,modal,would,transitive,positive,whether,1
do,past,none,intransitive,negative,that,5
do,past,none,intransitive,positive,that,47
do,past,none,intransitive,positive,whether,8
do,past,none,transitive,negative,that,5
do,past,none,transitive,positive,that,28
do,past,none,transitive,positive,whether,1
do,perfect,none,intransitive,negative,that,7
do,perfect,none,intransitive,positive,that,21
do,perfect,none,transitive,negative,that,1
do,perfect,none,transitive,positive,that,1
do,perfect,none,transitive,positive,whether,2
do,present,none,intransitive,negative,that,6
do,present,none,intransitive,positive,that,22
do,present,none,intransitive,positive,whether,9
do,present,none,transitive,negative,that,1
do,present,none,transitive,positive,that,3
do,present,none,transitive,positive,whether,1
do,progressive,none,intransitive,negative,that,5
do,progressive,none,intransitive,positive,that,30
do,progressive,none,intransitive,positive,whether,4
do,progressive,none,transitive,negative,that,1
do,progressive,none,transitive,positive,that,13
do,progressive,none,transitive,positive,whether,3
doctor,perfect,none,intransitive,negative,that,1
document,infinitival,none,intransitive,positive,that,53
document,infinitival,none,intransitive,positive,whether,8
document,modal,can,intransitive,positive,whether,1
document,modal,should,intransitive,positive,whether,1
document,past,none,intransitive,positive,that,125
document,past,none,intransitive,positive,whether,3
document,perfect,none,intransitive,positive,that,115
document,present,none,intransitive,positive,that,501
document,present,none,intransitive,positive,whether,4
document,progressive,none,intransitive,positive,that,2
dodge,perfect,none,intransitive,positive,that,2
dodge,progressive,none,intransitive,negative,that,1
dog,modal,will,transitive,positive,whether,1
dog,present,none,intransitive,positive,that,10
don'tknow,present,none,intransitive,positive,whether,1
donate,present,none,intransitive,negative,that,1
donate,progressive,none,intransitive,positive,that,1
double,infinitival,none,intransitive,positive,that,20
double,past,none,intransitive,positive,that,9
double,perfect,none,intransitive,positive,that,2
double,present,none,intransitive,positive,that,87
double-check,infinitival,none,intransitive,positive,that,23
double-check,infinitival,none,intransitive,positive,whether,2
double-check,modal,can,intransitive,positive,whether,1
double-check,past,none,intransitive,negative,that,1
double-check,past,none,intransitive,negative,whether,1
double-check,present,none,intransitive,positive,that,21
double-check,present,none,intransitive,positive,whether,2
doubt,infinitival,none,intransitive,negative,that,3
doubt,infinitival,none,intransitive,positive,that,237
doubt,infinitival,none,intransitive,positive,whether,65
doubt,modal,can,intransitive,negative,that,14
doubt,modal,can,intransitive,positive,that,50
doubt,modal,can,intransitive,positive,whether,1
doubt,modal,could,intransitive,negative,that,3
doubt,modal,could,intransitive,positive,that,18
doubt,modal,could,intransitive,positive,whether,1
doubt,modal,may,intransitive,positive,that,11
doubt,modal,may,intransitive,positive,whether,2
doubt,modal,might,intransitive,negative,whether,1
doubt,modal,might,intransitive,positive,whether,1
doubt,modal,need,intransitive,negative,that,2
doubt,modal,should,intransitive,negative,that,4
doubt,modal,should,intransitive,positive,whether,2
doubt,modal,will,intransitive,negative,that,2
doubt,modal,would,intransitive,negative,that,20
doubt,modal,would,intransitive,positive,that,34
doubt,modal,would,intransitive,positive,whether,1
doubt,past,none,intransitive,negative,that,78
doubt,past,none,intransitive,positive,that,552
doubt,past,none,intransitive,positive,whether,88
doubt,perfect,none,intransitive,negative,that,1
